config,loyo_r2,loyo_rmse
"feW[lin,k3,l300,s0.5]",-0.201842184641142,6.696573298923505
trim4+mean[equal],-0.2019072771107968,6.6967546416147
"fe[equal,k3,l100,s0.5]",-0.20218411548298043,6.697525837507695
"fe[sqrt,k2,l30,s0.25]",-0.20228490611997496,6.697806590571394
"blend0.25+ridge[sqrt,k1,l100]",-0.20284696520953083,6.699371994570807
"fe[lin,k1,l300,s0.5]",-0.20290680403508166,6.699538631548768
"fe[equal,k3,l300,s1.0]",-0.20308623418978944,6.700038277250753
"huber[lin,c1.0]",-0.20350460431563722,6.701203136480132
"feW[lin,k3,l100,s0.25]",-0.20371665560479202,6.70179346915158
"feW[lin,k1,l100,s0.25]",-0.2037444903402219,6.701870954816027
"fe[lin,k2,l300,s0.5]",-0.20398948799600225,6.7025529347332595
"fe[equal,k3,l30,s0.25]",-0.20412250495533413,6.702923174090268
"feW[lin,k2,l100,s0.25]",-0.20418786078460238,6.7031050779898305
"feW[sqrt,k2,l30,s0.5]",-0.2046354063189113,6.704350592147167
"fe[equal,k2,l30,s0.25]",-0.20471537383975935,6.704573116487613
"feW[sqrt,k2,l100,s1.0]",-0.20502058582665783,6.705422357119724
"fe[equal,k3,l10,s0.25]",-0.20556984424807712,6.706950376703427
"fe[sqrt,k3,l300,s1.0]",-0.20578960614469666,6.707561649861152
"fe[lin,k1,l100,s0.25]",-0.2062364370429841,6.708804349321121
"fe[equal,k2,l100,s0.5]",-0.20683029608761294,6.710455598518563
"feW[sqrt,k1,l10,s0.5]",-0.20729681883275197,6.711752499039513
"fe[equal,k3,l100,s0.25]",-0.20761722605729482,6.712643063519727
"fe[lin,k3,l300,s0.5]",-0.20788508659360283,6.713387485028959
"fe[lin,k2,l100,s0.25]",-0.2078960449541254,6.713417938072196
"feW[sqrt,k3,l10,s0.25]",-0.20817623971730437,6.714196546248989
"fe[equal,k3,l300,s0.5]",-0.20839430514087676,6.714802446284818
"fe[equal,k2,l300,s1.0]",-0.208827759782082,6.716006648138755
"feW[lin,k1,l300,s1.0]",-0.2100405082850183,6.719374698365674
"fe[sqrt,k3,l30,s0.25]",-0.21010484821056874,6.719553336319602
"fe[equal,k2,l100,s0.25]",-0.21050594353010044,6.720666858879521
"fe[sqrt,k3,l100,s0.5]",-0.21058101444609978,6.720875250584642
"fe[lin,k3,l100,s0.25]",-0.2109948214547983,6.7220238344565075
"huber[equal,c1.345]",-0.21131093223278263,6.722901115472228
"fe[equal,k3,l300,s0.25]",-0.2115181177981844,6.723476041560996
"fe[equal,k2,l300,s0.5]",-0.21166843267975177,6.7238931245348885
"feW[lin,k2,l300,s1.0]",-0.21213659865863832,6.725191992240034
"fe[equal,k2,l300,s0.25]",-0.21325602275330424,6.728296677238869
"feW[lin,k3,l300,s1.0]",-0.2132804020025303,6.728364276325328
"fe[sqrt,k1,l10,s0.5]",-0.2139017268592951,6.730086864479075
"fe[lin,k1,l300,s1.0]",-0.2141376449233352,6.730740818540067
"huber[equal,c2.0]",-0.21485346286536955,6.732724644318312
"fe[sqrt,k2,l10,s0.25]",-0.21491078879907732,6.732883492766053
mean[equal],-0.21495511524333555,6.733006317448089
geo[equal],-0.214955115243336,6.7330063174480905
"feW[equal,k2,l300,s0.25]",-0.21580113074036444,6.735350122720993
"feW[lin,k1,l100,s0.5]",-0.21586370623923545,6.735523449780986
"fe[equal,k3,l10,s0.5]",-0.2158664256417211,6.735530982117415
"feW[equal,k1,l300,s0.25]",-0.21586945753135978,6.735539379986388
"fe[equal,k1,l300,s0.25]",-0.2160936388974286,6.736160298956776
"feW[equal,k3,l300,s0.25]",-0.21615102365804595,6.736319229311246
"feW[equal,k2,l300,s0.5]",-0.21673348214300736,6.737932169043737
"feW[lin,k3,l30,s0.25]",-0.21681019602512364,6.73814457578464
"feW[equal,k1,l300,s0.5]",-0.21682263362304766,6.738179012592906
"feW[sqrt,k1,l30,s1.0]",-0.21707780843003155,6.7388854932862055
"feW[equal,k2,l100,s0.25]",-0.21721556121592678,6.739266846876988
"fe[equal,k1,l300,s0.5]",-0.21728340716848593,6.739454663079043
"feW[equal,k1,l100,s0.25]",-0.21742603297241647,6.739849473350617
"feW[equal,k3,l300,s0.5]",-0.2175313556893903,6.740141008066904
"feW[lin,k3,l100,s0.5]",-0.2179067927655518,6.741180120437826
"fe[equal,k1,l100,s0.25]",-0.21803794900481366,6.741543089113209
"feW[sqrt,k2,l10,s0.5]",-0.2180507545810617,6.741578526891329
"feW[equal,k3,l100,s0.25]",-0.2183112522200239,6.742299380023795
"fe[equal,k2,l10,s1.0]",-0.21841458607168618,6.742585305722232
"feW[lin,k2,l100,s0.5]",-0.21848194154525502,6.7427716723970965
trim2+mean[equal],-0.21859927430884518,6.7430963095389265
"fe[lin,k2,l300,s1.0]",-0.21868840986513582,6.743342919996796
"feW[equal,k1,l300,s1.0]",-0.21884548721741082,6.743777482397623
"feW[equal,k2,l300,s1.0]",-0.21885719266513504,6.743809864986755
"feW[lin,k1,l30,s0.25]",-0.21966685705161115,6.746049387479386
"fe[equal,k1,l300,s1.0]",-0.21981667756149514,6.746463707798579
"feW[equal,k2,l100,s0.5]",-0.2200729818405076,6.747172444089458
"feW[equal,k1,l100,s0.5]",-0.22016207930277942,6.747418800240512
"feW[equal,k2,l30,s0.25]",-0.22044792650445344,6.748209112391513
"feW[lin,k2,l30,s0.25]",-0.2208106679347701,6.749211888958853
"feW[equal,k3,l300,s1.0]",-0.22084529060198355,6.749307593422518
"feW[equal,k1,l30,s0.25]",-0.22102367602642548,6.74980066741478
"fe[equal,k1,l100,s0.5]",-0.221470643257349,6.751035968469355
"fe[lin,k1,l100,s0.5]",-0.2215423486325525,6.751234122418268
"feW[sqrt,k3,l30,s0.5]",-0.22166386277767924,6.75156990694636
"blend0.5+ridge[sqrt,k1,l100]",-0.22243845630718084,6.753709977473189
"fe[equal,k1,l30,s0.25]",-0.2225549264223634,6.754031705998456
"feW[sqrt,k3,l100,s1.0]",-0.2225764818156235,6.754091247359195
"fe[sqrt,k3,l10,s0.25]",-0.22263744216331616,6.754259632169707
"fe[equal,k3,l30,s1.0]",-0.22271587837308227,6.754476282670734
"feW[equal,k3,l100,s0.5]",-0.22277989610218185,6.754653102396722
"feW[equal,k3,l30,s0.25]",-0.22336922641500956,6.75628064072864
"blend0.25+gamma[k1,l100]",-0.22367088885779496,6.757113582432727
"feW[equal,k2,l10,s0.25]",-0.22435763957759036,6.75900943603218
"feW[equal,k1,l10,s0.25]",-0.22524647055558367,6.7614623659812585
"fe[sqrt,k2,l100,s1.0]",-0.22586435341860156,6.763167029185991
"fe[lin,k1,l30,s0.25]",-0.22642312787764451,6.764708249647845
"feW[equal,k1,l100,s1.0]",-0.22642955776735119,6.764725982626759
"fe[lin,k3,l300,s1.0]",-0.2265052286571354,6.764934671717497
"feW[equal,k2,l100,s1.0]",-0.22757874704563985,6.767894583010726
"fe[equal,k1,l10,s0.25]",-0.22788716427316968,6.768744713480695
"fe[lin,k2,l100,s0.5]",-0.2279612257571555,6.768948842872156
"fe[sqrt,k1,l30,s1.0]",-0.2280982582207718,6.769326517606687
"feW[equal,k1,l30,s0.5]",-0.228490253741378,6.7704067788735545
"feW[lin,k3,l10,s0.25]",-0.2286964936304292,6.770975065573192
"feW[equal,k3,l10,s0.25]",-0.2290538684635719,6.771959686336036
"feW[equal,k2,l30,s0.5]",-0.22919974872666948,6.7723615669914405
"fe[equal,k1,l100,s1.0]",-0.2293856132355887,6.772873564361642
"fe[sqrt,k2,l30,s0.5]",-0.22948880734959265,6.7731578144834295
"fe[lin,k2,l30,s0.25]",-0.2318602040137756,6.7796865873869585
"huber[equal,c1.0]",-0.23198156436687634,6.78002053960479
"fe[equal,k1,l30,s0.5]",-0.23199954381211962,6.7800700129763145
"fe[lin,k3,l30,s0.25]",-0.23217898525777114,6.7805637555566305
"fe[lin,k3,l100,s0.5]",-0.23400450520286697,6.78558472786522
"feW[equal,k3,l100,s1.0]",-0.235054704582903,6.788471549306181
geo0[lin],-0.23512640101404458,6.788668585970985
"feW[equal,k3,l30,s0.5]",-0.23660395277913526,6.7927279321208625
"feW[lin,k1,l10,s0.25]",-0.23823431230873715,6.797204280778953
"feW[lin,k2,l10,s0.25]",-0.2383254780243873,6.797454500216829
"feW[equal,k1,l10,s0.5]",-0.23906431148488339,6.799482011575975
"feW[sqrt,k3,l10,s0.5]",-0.24169942441105063,6.806708386621074
"feW[equal,k2,l10,s0.5]",-0.24238044623594002,6.808574732635157
"feW[lin,k1,l100,s1.0]",-0.24341813035228865,6.811417531401318
"fe[sqrt,k3,l30,s0.5]",-0.24526682437300407,6.816479203558046
"feW[sqrt,k2,l30,s1.0]",-0.2454715678643391,6.8170395543044515
"fe[equal,k1,l10,s0.5]",-0.24547272101103546,6.817042710155225
"fe[sqrt,k3,l100,s1.0]",-0.24669940984529282,6.820398998887944
"feW[equal,k1,l30,s1.0]",-0.247617459966871,6.822909754805893
"fe[lin,k3,l10,s0.25]",-0.25054123965426855,6.830899788560585
"fe[lin,k1,l10,s0.25]",-0.2506761346709574,6.831268200838381
"feW[lin,k1,l30,s0.5]",-0.25243149227349293,6.836060454266167
"feW[lin,k3,l30,s0.5]",-0.25272801844741943,6.836869660556258
"feW[equal,k3,l10,s0.5]",-0.2537361728145435,6.83962015137447
"feW[sqrt,k1,l10,s1.0]",-0.2541916372116195,6.840862406587407
"feW[lin,k2,l100,s1.0]",-0.2555805786333616,6.844649279235366
"feW[lin,k3,l100,s1.0]",-0.2558993273936232,6.845518034718179
"fe[equal,k1,l30,s1.0]",-0.25642319722381757,6.846945611912824
"feW[equal,k2,l30,s1.0]",-0.25648042605439514,6.847101545928271
"fe[lin,k1,l100,s1.0]",-0.2575544110900918,6.85002722376385
"fe[lin,k2,l10,s0.25]",-0.2581241400770189,6.851578734026972
geo0[sqrt],-0.25884952973298336,6.853553637773841
"feW[lin,k2,l30,s0.5]",-0.2598488016245122,6.856273265811669
geo0[log],-0.2604595227362909,6.857934879291165
"fe[sqrt,k2,l10,s0.5]",-0.2659393133327048,6.872825992627933
"blend0.5+gamma[k1,l100]",-0.2667834474596351,6.8751170266841735
"fe[lin,k1,l30,s0.5]",-0.2696074291369095,6.882775950646742
geo0[sat25],-0.2710228376582615,6.88661147722181
geo0[sat400],-0.2727489009321509,6.891285938592983
"feW[equal,k1,l10,s1.0]",-0.27727945019463585,6.903540349285443
"feW[equal,k3,l30,s1.0]",-0.2775352510847404,6.904231601054571
"feW[sqrt,k3,l30,s1.0]",-0.27974567799694716,6.910201966118898
"fe[sqrt,k3,l10,s0.5]",-0.28030161507799733,6.911702741020365
"fe[lin,k2,l100,s1.0]",-0.28279081054857813,6.918418433899669
geo0[sat50],-0.28304218651448587,6.919096268083791
"fe[sqrt,k1,l10,s1.0]",-0.28396113670237755,6.921573648325705
geo0[equal],-0.2843549536807384,6.9226350606055265
geo0[sat200],-0.2859311860636409,6.926881680950725
"feW[lin,k3,l10,s0.5]",-0.28739620694087886,6.930826346769675
"fe[lin,k3,l30,s0.5]",-0.28881028566411615,6.93463171927616
"fe[lin,k2,l30,s0.5]",-0.28971172264648226,6.937056451946106
geo0[sat100],-0.29000188018450457,6.9378367526858655
"fe[lin,k3,l100,s1.0]",-0.29426027521746745,6.94927848327095
"feW[sqrt,k2,l10,s1.0]",-0.29427875081681876,6.949328083660183
"fe[equal,k1,l10,s1.0]",-0.2946043576108608,6.950202163584004
"fe[equal,k3,l10,s1.0]",-0.2955051455957147,6.952619724554994
"feW[lin,k1,l10,s0.5]",-0.29844006607005835,6.960490724606208
"feW[equal,k2,l10,s1.0]",-0.3042869065249232,6.976144572805142
"feW[lin,k2,l10,s0.5]",-0.30509232580961676,6.978298184176008
"fe[sqrt,k2,l30,s1.0]",-0.314121564664662,7.002396140421543
"fe[lin,k1,l10,s0.5]",-0.332564593524856,7.051362471663098
"feW[equal,k3,l10,s1.0]",-0.33485143490868996,7.0574103718028365
"feW[lin,k1,l30,s1.0]",-0.3354459128667231,7.058981710674695
"feW[sqrt,k3,l10,s1.0]",-0.34025459825477467,7.071679312250156
"fe[lin,k3,l10,s0.5]",-0.3404145397896914,7.07210125502992
"fe[sqrt,k3,l30,s1.0]",-0.34623013008037895,7.0874263385026115
"fe[lin,k2,l10,s0.5]",-0.3593783990261228,7.12195273777457
"feW[lin,k3,l30,s1.0]",-0.3600783581221789,7.123786088242499
"feW[lin,k2,l30,s1.0]",-0.3707992819075645,7.1518078755117545
"fe[lin,k1,l30,s1.0]",-0.38445136743895114,7.187332842565126
"fe[sqrt,k2,l10,s1.0]",-0.4318175391305177,7.309248782055221
"fe[lin,k3,l30,s1.0]",-0.45362164756117984,7.364692121089493
"fe[sqrt,k3,l10,s1.0]",-0.456178122688357,7.371165394761401
"fe[lin,k2,l30,s1.0]",-0.461580519407339,7.38482618693242
"feW[lin,k1,l10,s1.0]",-0.4629577135891032,7.3883045943365
"feW[lin,k3,l10,s1.0]",-0.4729971082404911,7.413611985893665
"feW[lin,k2,l10,s1.0]",-0.5021419463012529,7.486595896356248
"fe[lin,k1,l10,s1.0]",-0.5681702994201274,7.649367338428995
"fe[lin,k3,l10,s1.0]",-0.6163491371426508,7.765984025824122
"fe[lin,k2,l10,s1.0]",-0.6694690891792361,7.892563708823662
