date,district,T2M,T2M_MIN,T2M_MAX,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,grid_lat,grid_lon
1981-01-01,Anuradhapura,24.46,22.45,28.0,13.84,88.48,,8.311,80.404
1981-01-02,Anuradhapura,24.37,21.97,27.92,17.79,89.23,,8.311,80.404
1981-01-03,Anuradhapura,24.19,21.93,27.62,5.27,87.87,,8.311,80.404
1981-01-04,Anuradhapura,23.72,21.36,27.68,19.39,85.19,,8.311,80.404
1981-01-05,Anuradhapura,23.43,20.57,27.77,18.92,85.39,,8.311,80.404
1981-01-06,Anuradhapura,22.7,18.78,28.23,0.83,84.99,,8.311,80.404
1981-01-07,Anuradhapura,22.0,17.88,28.27,0.0,82.87,,8.311,80.404
1981-01-08,Anuradhapura,21.79,16.36,28.21,0.0,82.27,,8.311,80.404
1981-01-09,Anuradhapura,21.95,16.48,28.11,0.0,84.42,,8.311,80.404
1981-01-10,Anuradhapura,22.42,18.59,27.73,3.08,83.66,,8.311,80.404
1981-01-11,Anuradhapura,22.67,18.18,27.93,0.0,83.21,,8.311,80.404
1981-01-12,Anuradhapura,23.65,19.33,28.81,0.0,85.17,,8.311,80.404
1981-01-13,Anuradhapura,23.5,19.62,28.32,0.0,85.24,,8.311,80.404
1981-01-14,Anuradhapura,23.87,20.36,28.24,0.03,85.78,,8.311,80.404
1981-01-15,Anuradhapura,24.74,21.62,28.94,0.04,83.42,,8.311,80.404
1981-01-16,Anuradhapura,24.66,21.47,29.07,1.97,84.12,,8.311,80.404
1981-01-17,Anuradhapura,24.31,21.56,28.39,0.56,82.88,,8.311,80.404
1981-01-18,Anuradhapura,23.62,19.76,28.83,0.03,79.84,,8.311,80.404
1981-01-19,Anuradhapura,23.33,19.03,28.93,0.02,79.14,,8.311,80.404
1981-01-20,Anuradhapura,23.87,19.65,29.48,0.02,78.92,,8.311,80.404
1981-01-21,Anuradhapura,23.9,20.14,29.42,0.0,76.46,,8.311,80.404
1981-01-22,Anuradhapura,23.43,19.36,29.04,0.14,76.37,,8.311,80.404
1981-01-23,Anuradhapura,22.43,17.47,29.1,0.04,71.88,,8.311,80.404
1981-01-24,Anuradhapura,22.77,17.44,29.97,0.0,71.81,,8.311,80.404
1981-01-25,Anuradhapura,23.12,17.51,30.21,0.0,77.66,,8.311,80.404
1981-01-26,Anuradhapura,23.79,18.23,30.51,0.01,78.19,,8.311,80.404
1981-01-27,Anuradhapura,24.53,20.18,30.23,0.0,77.55,,8.311,80.404
1981-01-28,Anuradhapura,24.82,21.38,30.01,0.2,72.9,,8.311,80.404
1981-01-29,Anuradhapura,24.44,20.31,29.99,0.17,70.38,,8.311,80.404
1981-01-30,Anuradhapura,23.65,18.55,30.68,0.0,68.61,,8.311,80.404
1981-01-31,Anuradhapura,22.94,16.92,30.98,0.0,68.99,,8.311,80.404
1981-02-01,Anuradhapura,23.37,18.17,31.26,0.0,70.53,,8.311,80.404
1981-02-02,Anuradhapura,23.61,17.14,32.08,0.0,71.65,,8.311,80.404
1981-02-03,Anuradhapura,23.61,18.42,30.82,0.01,75.31,,8.311,80.404
1981-02-04,Anuradhapura,25.15,20.52,31.01,0.2,74.27,,8.311,80.404
1981-02-05,Anuradhapura,24.04,22.53,27.1,15.09,86.56,,8.311,80.404
1981-02-06,Anuradhapura,23.95,22.53,26.02,41.41,93.35,,8.311,80.404
1981-02-07,Anuradhapura,25.02,22.6,28.98,4.34,85.65,,8.311,80.404
1981-02-08,Anuradhapura,24.97,22.29,29.11,7.24,86.24,,8.311,80.404
1981-02-09,Anuradhapura,25.21,22.17,29.95,4.82,84.45,,8.311,80.404
1981-02-10,Anuradhapura,24.78,19.4,30.92,0.5,81.48,,8.311,80.404
1981-02-11,Anuradhapura,23.31,17.42,30.63,0.13,80.78,,8.311,80.404
1981-02-12,Anuradhapura,23.85,18.37,31.21,0.0,77.21,,8.311,80.404
1981-02-13,Anuradhapura,23.35,16.92,31.21,0.0,74.38,,8.311,80.404
1981-02-14,Anuradhapura,23.43,17.15,31.42,0.0,74.96,,8.311,80.404
1981-02-15,Anuradhapura,23.28,17.47,30.56,0.0,77.61,,8.311,80.404
1981-02-16,Anuradhapura,23.7,18.65,30.78,0.0,73.63,,8.311,80.404
1981-02-17,Anuradhapura,23.42,17.13,31.02,0.0,70.64,,8.311,80.404
1981-02-18,Anuradhapura,23.86,18.84,31.01,0.0,71.64,,8.311,80.404
1981-02-19,Anuradhapura,24.16,19.21,31.15,0.0,69.98,,8.311,80.404
1981-02-20,Anuradhapura,24.45,19.55,31.67,0.04,69.67,,8.311,80.404
1981-02-21,Anuradhapura,24.71,19.46,32.03,0.0,71.24,,8.311,80.404
1981-02-22,Anuradhapura,25.03,19.82,32.0,0.01,66.93,,8.311,80.404
1981-02-23,Anuradhapura,25.62,20.41,32.82,0.43,67.9,,8.311,80.404
1981-02-24,Anuradhapura,26.03,21.45,32.32,1.5,76.39,,8.311,80.404
1981-02-25,Anuradhapura,27.15,22.21,33.55,0.75,75.1,,8.311,80.404
1981-02-26,Anuradhapura,27.02,21.35,35.02,0.0,69.83,,8.311,80.404
1981-02-27,Anuradhapura,26.83,19.9,35.59,0.13,68.2,,8.311,80.404
1981-02-28,Anuradhapura,27.4,20.89,35.88,0.0,69.09,,8.311,80.404
1981-03-01,Anuradhapura,27.45,21.31,35.64,0.0,70.62,,8.311,80.404
1981-03-02,Anuradhapura,27.62,22.13,34.9,0.03,72.04,,8.311,80.404
1981-03-03,Anuradhapura,27.55,23.0,34.44,0.0,69.87,,8.311,80.404
1981-03-04,Anuradhapura,27.1,22.38,34.31,0.0,68.91,,8.311,80.404
1981-03-05,Anuradhapura,27.14,22.76,33.6,0.0,70.91,,8.311,80.404
1981-03-06,Anuradhapura,27.99,24.16,33.93,0.0,69.3,,8.311,80.404
1981-03-07,Anuradhapura,27.69,24.51,32.51,0.14,74.97,,8.311,80.404
1981-03-08,Anuradhapura,27.43,24.4,31.51,0.07,74.18,,8.311,80.404
1981-03-09,Anuradhapura,27.17,23.38,33.5,13.22,77.21,,8.311,80.404
1981-03-10,Anuradhapura,27.28,22.22,34.22,2.66,73.75,,8.311,80.404
1981-03-11,Anuradhapura,27.31,22.01,34.71,0.0,71.11,,8.311,80.404
1981-03-12,Anuradhapura,27.64,22.23,35.1,0.0,68.83,,8.311,80.404
1981-03-13,Anuradhapura,27.68,21.57,35.22,0.0,70.51,,8.311,80.404
1981-03-14,Anuradhapura,28.42,23.36,35.14,0.04,71.08,,8.311,80.404
1981-03-15,Anuradhapura,28.45,24.23,34.92,0.03,68.04,,8.311,80.404
1981-03-16,Anuradhapura,28.17,23.3,35.14,0.02,68.95,,8.311,80.404
1981-03-17,Anuradhapura,28.99,22.9,36.78,0.0,63.86,,8.311,80.404
1981-03-18,Anuradhapura,29.26,23.95,36.97,0.0,64.11,,8.311,80.404
1981-03-19,Anuradhapura,28.75,22.2,37.28,0.0,63.65,,8.311,80.404
1981-03-20,Anuradhapura,28.8,21.46,37.78,0.0,63.01,,8.311,80.404
1981-03-21,Anuradhapura,29.03,22.68,37.81,0.0,63.55,,8.311,80.404
1981-03-22,Anuradhapura,29.23,22.21,37.72,0.0,61.82,,8.311,80.404
1981-03-23,Anuradhapura,29.53,23.2,37.02,1.66,63.62,,8.311,80.404
1981-03-24,Anuradhapura,29.17,24.55,35.63,5.64,70.11,,8.311,80.404
1981-03-25,Anuradhapura,29.71,24.6,36.87,0.42,65.36,,8.311,80.404
1981-03-26,Anuradhapura,28.4,24.15,34.44,0.9,68.47,,8.311,80.404
1981-03-27,Anuradhapura,28.88,22.12,37.65,0.07,65.42,,8.311,80.404
1981-03-28,Anuradhapura,28.76,22.78,37.16,0.0,64.43,,8.311,80.404
1981-03-29,Anuradhapura,29.07,22.22,37.5,0.15,62.89,,8.311,80.404
1981-03-30,Anuradhapura,29.21,23.75,36.94,4.47,66.76,,8.311,80.404
1981-03-31,Anuradhapura,29.02,23.35,36.62,8.93,68.32,,8.311,80.404
1981-04-01,Anuradhapura,29.91,23.12,38.15,0.18,64.6,,8.311,80.404
1981-04-02,Anuradhapura,30.29,23.83,38.66,0.0,63.57,,8.311,80.404
1981-04-03,Anuradhapura,30.27,23.82,38.38,0.0,61.79,,8.311,80.404
1981-04-04,Anuradhapura,30.89,25.17,38.29,0.0,61.68,,8.311,80.404
1981-04-05,Anuradhapura,31.33,25.1,39.03,0.0,60.23,,8.311,80.404
1981-04-06,Anuradhapura,30.62,26.15,37.41,1.88,63.47,,8.311,80.404
1981-04-07,Anuradhapura,30.4,25.56,38.31,1.4,62.62,,8.311,80.404
1981-04-08,Anuradhapura,29.7,24.73,36.54,0.71,64.05,,8.311,80.404
1981-04-09,Anuradhapura,28.38,25.48,32.81,7.35,74.32,,8.311,80.404
1981-04-10,Anuradhapura,28.83,24.91,34.34,6.32,73.34,,8.311,80.404
1981-04-11,Anuradhapura,27.35,25.27,30.6,14.56,85.24,,8.311,80.404
1981-04-12,Anuradhapura,28.78,25.4,34.35,4.74,76.31,,8.311,80.404
1981-04-13,Anuradhapura,27.49,25.17,31.13,4.49,83.35,,8.311,80.404
1981-04-14,Anuradhapura,27.03,24.62,30.93,11.56,82.16,,8.311,80.404
1981-04-15,Anuradhapura,27.96,24.31,33.83,6.63,76.51,,8.311,80.404
1981-04-16,Anuradhapura,28.12,24.58,33.09,0.07,76.74,,8.311,80.404
1981-04-17,Anuradhapura,29.17,24.75,35.68,0.0,72.24,,8.311,80.404
1981-04-18,Anuradhapura,28.07,24.99,32.81,0.79,77.54,,8.311,80.404
1981-04-19,Anuradhapura,27.8,24.77,32.16,1.23,79.87,,8.311,80.404
1981-04-20,Anuradhapura,29.01,24.86,35.27,0.16,73.38,,8.311,80.404
1981-04-21,Anuradhapura,29.9,24.98,37.3,0.02,66.28,,8.311,80.404
1981-04-22,Anuradhapura,30.19,24.6,37.54,0.01,66.06,,8.311,80.404
1981-04-23,Anuradhapura,29.85,24.02,37.15,0.23,67.27,,8.311,80.404
1981-04-24,Anuradhapura,29.98,25.57,36.21,0.27,68.11,,8.311,80.404
1981-04-25,Anuradhapura,29.67,25.8,35.47,0.26,68.89,,8.311,80.404
1981-04-26,Anuradhapura,30.14,24.9,37.58,0.28,64.13,,8.311,80.404
1981-04-27,Anuradhapura,29.0,23.77,35.86,8.06,67.46,,8.311,80.404
1981-04-28,Anuradhapura,29.55,23.41,36.71,0.77,67.55,,8.311,80.404
1981-04-29,Anuradhapura,28.03,25.54,31.83,7.28,78.66,,8.311,80.404
1981-04-30,Anuradhapura,27.96,24.92,32.08,13.4,78.93,,8.311,80.404
1981-05-01,Anuradhapura,28.0,24.52,33.0,3.6,77.73,,8.311,80.404
1981-05-02,Anuradhapura,28.17,24.84,32.4,0.24,76.24,,8.311,80.404
1981-05-03,Anuradhapura,28.48,24.27,33.82,1.23,73.65,,8.311,80.404
1981-05-04,Anuradhapura,28.32,24.66,33.0,1.18,75.27,,8.311,80.404
1981-05-05,Anuradhapura,27.52,24.09,31.43,0.44,73.03,,8.311,80.404
1981-05-06,Anuradhapura,28.29,23.77,34.07,0.39,69.56,,8.311,80.404
1981-05-07,Anuradhapura,27.7,24.28,32.33,5.81,72.27,,8.311,80.404
1981-05-08,Anuradhapura,27.72,23.61,33.01,7.0,75.21,,8.311,80.404
1981-05-09,Anuradhapura,27.6,24.71,32.19,7.93,79.83,,8.311,80.404
1981-05-10,Anuradhapura,27.3,24.17,31.68,7.7,78.52,,8.311,80.404
1981-05-11,Anuradhapura,27.43,24.21,32.56,4.4,78.33,,8.311,80.404
1981-05-12,Anuradhapura,26.84,24.28,30.8,7.01,78.36,,8.311,80.404
1981-05-13,Anuradhapura,27.94,23.65,33.14,3.92,75.33,,8.311,80.404
1981-05-14,Anuradhapura,28.46,25.0,33.23,0.86,75.99,,8.311,80.404
1981-05-15,Anuradhapura,27.64,25.28,31.82,0.1,76.03,,8.311,80.404
1981-05-16,Anuradhapura,28.7,24.98,33.78,0.0,72.96,,8.311,80.404
1981-05-17,Anuradhapura,29.13,26.24,33.97,0.0,72.27,,8.311,80.404
1981-05-18,Anuradhapura,28.78,26.14,33.17,0.0,72.28,,8.311,80.404
1981-05-19,Anuradhapura,28.92,25.69,33.6,0.0,71.62,,8.311,80.404
1981-05-20,Anuradhapura,29.51,25.81,35.29,0.01,66.78,,8.311,80.404
1981-05-21,Anuradhapura,29.71,25.42,36.01,0.08,67.66,,8.311,80.404
1981-05-22,Anuradhapura,29.64,25.97,35.49,0.11,67.88,,8.311,80.404
1981-05-23,Anuradhapura,29.23,25.68,34.66,0.25,68.42,,8.311,80.404
1981-05-24,Anuradhapura,29.55,25.46,35.64,0.55,67.81,,8.311,80.404
1981-05-25,Anuradhapura,29.54,25.75,35.27,0.41,70.91,,8.311,80.404
1981-05-26,Anuradhapura,29.13,25.81,35.0,0.84,72.67,,8.311,80.404
1981-05-27,Anuradhapura,28.65,25.17,33.49,0.53,71.37,,8.311,80.404
1981-05-28,Anuradhapura,28.12,24.7,33.8,14.96,75.26,,8.311,80.404
1981-05-29,Anuradhapura,27.07,24.27,31.14,14.68,82.13,,8.311,80.404
1981-05-30,Anuradhapura,26.75,24.85,30.36,3.84,82.84,,8.311,80.404
1981-05-31,Anuradhapura,27.09,24.84,30.33,2.84,81.83,,8.311,80.404
1981-06-01,Anuradhapura,27.16,25.1,30.31,2.14,80.69,,8.311,80.404
1981-06-02,Anuradhapura,28.11,24.8,32.88,0.31,74.85,,8.311,80.404
1981-06-03,Anuradhapura,27.94,25.42,31.63,0.59,77.53,,8.311,80.404
1981-06-04,Anuradhapura,27.29,24.98,31.05,7.42,80.39,,8.311,80.404
1981-06-05,Anuradhapura,27.64,24.67,32.61,6.28,75.58,,8.311,80.404
1981-06-06,Anuradhapura,27.5,24.4,32.05,0.78,76.31,,8.311,80.404
1981-06-07,Anuradhapura,26.8,24.75,29.77,2.86,79.98,,8.311,80.404
1981-06-08,Anuradhapura,27.28,24.58,31.23,2.72,78.71,,8.311,80.404
1981-06-09,Anuradhapura,27.81,25.01,32.33,1.26,76.93,,8.311,80.404
1981-06-10,Anuradhapura,27.9,24.81,32.74,0.58,77.34,,8.311,80.404
1981-06-11,Anuradhapura,28.14,25.08,33.18,1.63,71.51,,8.311,80.404
1981-06-12,Anuradhapura,26.84,24.93,30.14,5.74,80.88,,8.311,80.404
1981-06-13,Anuradhapura,26.67,25.01,29.47,1.76,82.01,,8.311,80.404
1981-06-14,Anuradhapura,27.61,24.76,32.54,1.47,74.41,,8.311,80.404
1981-06-15,Anuradhapura,27.4,24.59,31.95,2.23,74.19,,8.311,80.404
1981-06-16,Anuradhapura,27.4,24.6,31.85,1.38,74.12,,8.311,80.404
1981-06-17,Anuradhapura,26.78,24.85,30.25,0.81,78.67,,8.311,80.404
1981-06-18,Anuradhapura,27.44,24.48,31.82,0.08,70.32,,8.311,80.404
1981-06-19,Anuradhapura,27.99,23.63,33.9,0.1,71.68,,8.311,80.404
1981-06-20,Anuradhapura,28.27,24.96,33.58,0.18,74.03,,8.311,80.404
1981-06-21,Anuradhapura,27.7,25.32,31.84,0.04,75.6,,8.311,80.404
1981-06-22,Anuradhapura,27.84,25.34,32.11,0.04,72.27,,8.311,80.404
1981-06-23,Anuradhapura,27.44,25.02,31.86,0.08,71.48,,8.311,80.404
1981-06-24,Anuradhapura,26.62,24.63,29.98,0.1,74.86,,8.311,80.404
1981-06-25,Anuradhapura,26.75,23.98,31.02,0.38,71.67,,8.311,80.404
1981-06-26,Anuradhapura,25.83,23.44,29.84,9.76,78.65,,8.311,80.404
1981-06-27,Anuradhapura,26.56,22.99,31.56,4.97,76.38,,8.311,80.404
1981-06-28,Anuradhapura,27.19,23.85,32.82,2.27,73.83,,8.311,80.404
1981-06-29,Anuradhapura,27.13,23.51,32.39,3.62,73.52,,8.311,80.404
1981-06-30,Anuradhapura,26.87,23.4,31.85,4.0,76.21,,8.311,80.404
1981-07-01,Anuradhapura,27.7,23.68,34.29,0.0,71.31,,8.311,80.404
1981-07-02,Anuradhapura,27.4,23.87,32.42,0.0,73.63,,8.311,80.404
1981-07-03,Anuradhapura,27.88,23.56,34.11,0.0,73.1,,8.311,80.404
1981-07-04,Anuradhapura,27.3,24.81,31.34,0.32,75.81,,8.311,80.404
1981-07-05,Anuradhapura,27.35,24.66,31.41,2.05,75.33,,8.311,80.404
1981-07-06,Anuradhapura,28.05,24.92,33.61,0.31,71.12,,8.311,80.404
1981-07-07,Anuradhapura,27.76,24.79,33.04,0.47,73.23,,8.311,80.404
1981-07-08,Anuradhapura,28.08,24.7,33.47,0.52,71.93,,8.311,80.404
1981-07-09,Anuradhapura,27.05,24.99,30.4,0.24,77.23,,8.311,80.404
1981-07-10,Anuradhapura,27.24,24.82,31.0,0.06,76.6,,8.311,80.404
1981-07-11,Anuradhapura,27.29,24.9,31.29,0.38,76.51,,8.311,80.404
1981-07-12,Anuradhapura,27.35,24.68,32.22,1.04,75.1,,8.311,80.404
1981-07-13,Anuradhapura,27.65,24.47,33.68,0.16,72.42,,8.311,80.404
1981-07-14,Anuradhapura,27.77,24.59,32.56,0.04,69.43,,8.311,80.404
1981-07-15,Anuradhapura,27.53,24.36,32.85,0.04,72.35,,8.311,80.404
1981-07-16,Anuradhapura,26.86,23.68,32.05,5.0,75.77,,8.311,80.404
1981-07-17,Anuradhapura,26.34,23.46,30.29,6.17,81.72,,8.311,80.404
1981-07-18,Anuradhapura,27.61,24.04,33.03,2.08,76.21,,8.311,80.404
1981-07-19,Anuradhapura,27.6,24.53,32.88,6.28,76.35,,8.311,80.404
1981-07-20,Anuradhapura,26.18,24.21,29.12,13.49,84.35,,8.311,80.404
1981-07-21,Anuradhapura,26.5,23.64,30.86,2.96,79.19,,8.311,80.404
1981-07-22,Anuradhapura,26.57,24.17,31.04,8.55,78.76,,8.311,80.404
1981-07-23,Anuradhapura,25.97,24.02,29.31,7.33,83.3,,8.311,80.404
1981-07-24,Anuradhapura,26.36,24.11,29.73,0.24,79.72,,8.311,80.404
1981-07-25,Anuradhapura,26.05,23.88,29.24,0.35,78.47,,8.311,80.404
1981-07-26,Anuradhapura,26.53,23.26,31.18,1.63,77.99,,8.311,80.404
1981-07-27,Anuradhapura,26.12,23.72,30.29,4.77,78.79,,8.311,80.404
1981-07-28,Anuradhapura,25.7,23.59,29.72,3.68,82.53,,8.311,80.404
1981-07-29,Anuradhapura,26.46,23.46,30.75,2.44,78.36,,8.311,80.404
1981-07-30,Anuradhapura,27.52,23.97,33.17,1.01,74.57,,8.311,80.404
1981-07-31,Anuradhapura,27.46,24.05,32.98,0.59,73.39,,8.311,80.404
1981-08-01,Anuradhapura,26.74,24.18,30.6,0.41,77.23,,8.311,80.404
1981-08-02,Anuradhapura,27.52,23.97,32.82,0.04,72.42,,8.311,80.404
1981-08-03,Anuradhapura,27.68,24.56,33.36,0.04,71.97,,8.311,80.404
1981-08-04,Anuradhapura,27.35,24.58,31.69,0.0,73.86,,8.311,80.404
1981-08-05,Anuradhapura,27.93,24.48,33.53,0.0,72.05,,8.311,80.404
1981-08-06,Anuradhapura,27.98,24.37,33.5,0.0,71.46,,8.311,80.404
1981-08-07,Anuradhapura,28.36,24.61,34.12,0.0,71.64,,8.311,80.404
1981-08-08,Anuradhapura,28.5,25.22,34.43,0.0,71.3,,8.311,80.404
1981-08-09,Anuradhapura,28.28,25.18,33.55,0.08,72.62,,8.311,80.404
1981-08-10,Anuradhapura,28.28,25.08,33.39,0.62,72.2,,8.311,80.404
1981-08-11,Anuradhapura,27.31,24.49,31.31,1.32,76.97,,8.311,80.404
1981-08-12,Anuradhapura,27.68,24.35,33.19,0.02,74.05,,8.311,80.404
1981-08-13,Anuradhapura,27.22,24.37,31.74,0.01,75.36,,8.311,80.404
1981-08-14,Anuradhapura,28.38,24.47,35.06,0.18,70.1,,8.311,80.404
1981-08-15,Anuradhapura,28.06,24.18,33.92,0.21,72.02,,8.311,80.404
1981-08-16,Anuradhapura,28.39,24.19,34.94,0.6,68.51,,8.311,80.404
1981-08-17,Anuradhapura,28.0,24.3,34.34,0.91,69.89,,8.311,80.404
1981-08-18,Anuradhapura,27.03,24.32,31.51,3.21,76.2,,8.311,80.404
1981-08-19,Anuradhapura,26.35,23.79,30.63,4.23,78.2,,8.311,80.404
1981-08-20,Anuradhapura,27.39,24.15,32.49,0.4,71.79,,8.311,80.404
1981-08-21,Anuradhapura,27.84,24.25,33.41,0.25,69.76,,8.311,80.404
1981-08-22,Anuradhapura,27.83,24.71,33.18,0.1,70.48,,8.311,80.404
1981-08-23,Anuradhapura,27.45,24.32,32.56,0.0,71.37,,8.311,80.404
1981-08-24,Anuradhapura,28.23,23.98,34.28,0.0,67.71,,8.311,80.404
1981-08-25,Anuradhapura,28.2,23.99,34.18,0.01,70.38,,8.311,80.404
1981-08-26,Anuradhapura,26.91,24.0,30.73,3.56,75.38,,8.311,80.404
1981-08-27,Anuradhapura,27.05,23.67,32.36,1.69,74.1,,8.311,80.404
1981-08-28,Anuradhapura,26.79,23.53,31.5,1.16,74.63,,8.311,80.404
1981-08-29,Anuradhapura,26.04,23.86,29.41,0.95,80.1,,8.311,80.404
1981-08-30,Anuradhapura,27.37,23.83,32.61,1.1,73.21,,8.311,80.404
1981-08-31,Anuradhapura,27.29,24.0,31.6,0.78,70.81,,8.311,80.404
1981-09-01,Anuradhapura,27.49,23.96,32.17,0.82,72.19,,8.311,80.404
1981-09-02,Anuradhapura,27.22,24.12,32.58,3.63,73.83,,8.311,80.404
1981-09-03,Anuradhapura,26.99,23.57,32.53,5.11,77.64,,8.311,80.404
1981-09-04,Anuradhapura,26.91,24.14,31.66,4.57,78.77,,8.311,80.404
1981-09-05,Anuradhapura,27.57,23.44,33.88,2.22,71.93,,8.311,80.404
1981-09-06,Anuradhapura,25.68,23.42,29.57,7.94,81.88,,8.311,80.404
1981-09-07,Anuradhapura,25.68,23.4,29.53,2.13,82.69,,8.311,80.404
1981-09-08,Anuradhapura,26.68,23.58,31.83,1.21,77.12,,8.311,80.404
1981-09-09,Anuradhapura,27.25,23.7,32.85,1.21,74.19,,8.311,80.404
1981-09-10,Anuradhapura,27.37,24.39,32.07,2.09,74.8,,8.311,80.404
1981-09-11,Anuradhapura,26.04,23.51,30.11,17.96,84.27,,8.311,80.404
1981-09-12,Anuradhapura,26.16,23.14,31.01,14.0,82.72,,8.311,80.404
1981-09-13,Anuradhapura,25.8,23.68,29.43,2.24,83.8,,8.311,80.404
1981-09-14,Anuradhapura,25.28,23.4,28.57,3.17,84.12,,8.311,80.404
1981-09-15,Anuradhapura,25.13,23.31,28.63,11.93,85.82,,8.311,80.404
1981-09-16,Anuradhapura,26.8,23.26,32.65,6.86,78.6,,8.311,80.404
1981-09-17,Anuradhapura,26.89,23.7,32.29,5.24,78.63,,8.311,80.404
1981-09-18,Anuradhapura,26.17,23.66,30.17,4.89,81.15,,8.311,80.404
1981-09-19,Anuradhapura,26.34,23.95,30.3,1.18,81.23,,8.311,80.404
1981-09-20,Anuradhapura,27.33,24.16,32.36,1.38,78.39,,8.311,80.404
1981-09-21,Anuradhapura,27.12,24.51,31.91,4.03,80.71,,8.311,80.404
1981-09-22,Anuradhapura,26.94,24.98,30.62,0.36,81.13,,8.311,80.404
1981-09-23,Anuradhapura,26.93,25.04,30.11,0.13,79.58,,8.311,80.404
1981-09-24,Anuradhapura,27.81,24.81,33.33,0.01,74.83,,8.311,80.404
1981-09-25,Anuradhapura,27.83,24.89,33.22,0.0,74.24,,8.311,80.404
1981-09-26,Anuradhapura,27.91,24.49,34.13,0.0,73.59,,8.311,80.404
1981-09-27,Anuradhapura,27.53,24.07,32.56,0.0,73.85,,8.311,80.404
1981-09-28,Anuradhapura,28.14,23.74,35.11,0.0,71.06,,8.311,80.404
1981-09-29,Anuradhapura,27.79,23.57,34.72,0.0,72.91,,8.311,80.404
1981-09-30,Anuradhapura,27.58,22.97,33.93,0.0,73.66,,8.311,80.404
1981-10-01,Anuradhapura,27.31,23.72,32.36,0.0,74.4,,8.311,80.404
1981-10-02,Anuradhapura,27.95,23.76,34.37,0.0,72.6,,8.311,80.404
1981-10-03,Anuradhapura,28.0,23.89,34.2,0.13,72.64,,8.311,80.404
1981-10-04,Anuradhapura,27.91,24.26,33.84,0.34,73.25,,8.311,80.404
1981-10-05,Anuradhapura,27.46,24.23,33.03,0.78,75.15,,8.311,80.404
1981-10-06,Anuradhapura,27.15,24.44,31.91,0.76,76.72,,8.311,80.404
1981-10-07,Anuradhapura,27.07,24.22,31.87,0.3,76.1,,8.311,80.404
1981-10-08,Anuradhapura,27.13,23.39,31.99,0.02,75.54,,8.311,80.404
1981-10-09,Anuradhapura,27.59,23.2,33.89,0.0,69.75,,8.311,80.404
1981-10-10,Anuradhapura,28.52,22.96,35.64,0.0,67.83,,8.311,80.404
1981-10-11,Anuradhapura,27.95,23.34,34.9,0.0,66.86,,8.311,80.404
1981-10-12,Anuradhapura,28.42,22.49,36.01,0.02,65.07,,8.311,80.404
1981-10-13,Anuradhapura,27.84,22.81,34.9,1.26,69.4,,8.311,80.404
1981-10-14,Anuradhapura,27.92,23.65,34.12,0.97,69.61,,8.311,80.404
1981-10-15,Anuradhapura,28.32,22.32,35.8,0.4,65.85,,8.311,80.404
1981-10-16,Anuradhapura,28.12,22.64,35.53,1.97,68.3,,8.311,80.404
1981-10-17,Anuradhapura,27.93,23.85,34.16,2.27,72.7,,8.311,80.404
1981-10-18,Anuradhapura,27.98,24.27,33.87,1.85,73.23,,8.311,80.404
1981-10-19,Anuradhapura,27.45,23.96,32.43,1.91,75.0,,8.311,80.404
1981-10-20,Anuradhapura,26.68,23.67,31.33,1.35,76.7,,8.311,80.404
1981-10-21,Anuradhapura,25.68,23.55,30.38,5.7,83.4,,8.311,80.404
1981-10-22,Anuradhapura,25.79,23.27,29.66,3.78,83.25,,8.311,80.404
1981-10-23,Anuradhapura,26.31,23.28,30.49,7.41,81.61,,8.311,80.404
1981-10-24,Anuradhapura,26.47,23.69,31.46,18.83,82.52,,8.311,80.404
1981-10-25,Anuradhapura,26.2,22.8,31.38,13.66,82.34,,8.311,80.404
1981-10-26,Anuradhapura,26.03,23.58,29.03,27.76,85.1,,8.311,80.404
1981-10-27,Anuradhapura,25.44,23.74,28.1,29.26,90.79,,8.311,80.404
1981-10-28,Anuradhapura,25.21,23.41,27.92,19.32,91.62,,8.311,80.404
1981-10-29,Anuradhapura,25.8,22.62,29.98,14.74,86.07,,8.311,80.404
1981-10-30,Anuradhapura,25.74,22.45,30.14,0.03,84.09,,8.311,80.404
1981-10-31,Anuradhapura,25.98,22.86,30.92,0.78,82.64,,8.311,80.404
1981-11-01,Anuradhapura,25.88,22.69,30.92,2.33,84.51,,8.311,80.404
1981-11-02,Anuradhapura,25.43,23.18,29.68,1.37,83.64,,8.311,80.404
1981-11-03,Anuradhapura,25.78,22.99,30.34,1.13,82.19,,8.311,80.404
1981-11-04,Anuradhapura,26.34,23.45,30.9,0.15,81.35,,8.311,80.404
1981-11-05,Anuradhapura,26.43,23.04,31.47,0.48,80.4,,8.311,80.404
1981-11-06,Anuradhapura,26.48,23.16,31.23,2.23,82.32,,8.311,80.404
1981-11-07,Anuradhapura,26.27,22.23,31.84,0.61,77.36,,8.311,80.404
1981-11-08,Anuradhapura,25.34,21.0,31.46,11.51,79.89,,8.311,80.404
1981-11-09,Anuradhapura,25.76,20.85,31.27,12.21,82.99,,8.311,80.404
1981-11-10,Anuradhapura,26.51,23.2,31.46,17.96,81.57,,8.311,80.404
1981-11-11,Anuradhapura,26.04,23.0,30.04,7.32,84.74,,8.311,80.404
1981-11-12,Anuradhapura,25.84,22.89,30.05,5.06,84.25,,8.311,80.404
