date,district,T2M,T2M_MIN,T2M_MAX,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,grid_lat,grid_lon
2012-05-17,Matale,26.62,22.44,32.61,0.0,76.5,23.54,7.468,80.623
2012-05-18,Matale,27.2,22.58,33.62,0.01,76.89,19.84,7.468,80.623
2012-05-19,Matale,27.21,24.12,31.95,0.01,80.95,19.88,7.468,80.623
2012-05-20,Matale,27.12,24.44,31.19,0.0,83.28,19.74,7.468,80.623
2012-05-21,Matale,26.47,23.56,31.3,1.25,75.95,19.61,7.468,80.623
2012-05-22,Matale,25.73,23.63,29.14,0.44,81.36,19.19,7.468,80.623
2012-05-23,Matale,26.26,23.35,30.61,0.07,78.53,19.84,7.468,80.623
2012-05-24,Matale,26.29,24.27,29.65,2.95,81.43,18.17,7.468,80.623
2012-05-25,Matale,25.94,24.13,29.24,3.64,84.34,15.43,7.468,80.623
2012-05-26,Matale,25.54,24.11,27.86,1.25,85.21,16.44,7.468,80.623
2012-05-27,Matale,25.57,23.82,28.37,1.71,82.38,16.69,7.468,80.623
2012-05-28,Matale,26.44,23.58,31.26,0.95,78.56,18.76,7.468,80.623
2012-05-29,Matale,26.52,24.08,30.69,0.28,79.03,17.03,7.468,80.623
2012-05-30,Matale,26.41,23.98,29.93,0.13,80.37,16.75,7.468,80.623
2012-05-31,Matale,26.31,24.32,29.27,0.03,82.86,19.49,7.468,80.623
2012-06-01,Matale,26.46,24.49,29.7,0.03,82.31,18.81,7.468,80.623
2012-06-02,Matale,26.96,24.59,31.13,0.19,80.6,19.07,7.468,80.623
2012-06-03,Matale,26.98,24.98,30.4,0.5,82.14,19.33,7.468,80.623
2012-06-04,Matale,26.66,24.5,30.1,0.24,80.01,19.28,7.468,80.623
2012-06-05,Matale,26.6,24.57,30.26,0.44,77.59,19.6,7.468,80.623
2012-06-06,Matale,26.49,24.3,30.6,2.7,79.0,15.9,7.468,80.623
2012-06-07,Matale,25.91,23.22,29.33,2.08,82.92,17.12,7.468,80.623
2012-06-08,Matale,26.05,23.71,29.37,0.82,82.63,19.84,7.468,80.623
2012-06-09,Matale,26.39,23.65,30.07,0.01,81.02,15.8,7.468,80.623
2012-06-10,Matale,26.42,24.49,29.52,0.0,80.59,18.48,7.468,80.623
2012-06-11,Matale,26.97,24.06,31.86,0.01,76.61,18.93,7.468,80.623
2012-06-12,Matale,26.37,23.6,31.51,4.63,79.37,18.31,7.468,80.623
2012-06-13,Matale,25.56,22.89,30.36,3.83,80.65,17.76,7.468,80.623
2012-06-14,Matale,25.32,22.95,29.65,2.83,82.36,18.19,7.468,80.623
2012-06-15,Matale,26.1,23.37,30.15,0.21,79.68,19.68,7.468,80.623
2012-06-16,Matale,26.55,23.8,30.86,0.36,78.68,20.23,7.468,80.623
2012-06-17,Matale,26.43,23.89,30.81,1.3,77.29,18.62,7.468,80.623
2012-06-18,Matale,25.1,22.89,28.77,3.14,81.46,13.61,7.468,80.623
2012-06-19,Matale,25.01,22.83,29.3,2.94,83.25,18.61,7.468,80.623
2012-06-20,Matale,25.38,23.37,29.1,2.96,82.48,17.78,7.468,80.623
2012-06-21,Matale,25.29,22.54,29.06,1.5,80.28,17.28,7.468,80.623
2012-06-22,Matale,25.51,23.14,29.33,0.37,81.91,20.46,7.468,80.623
2012-06-23,Matale,26.02,22.85,30.63,0.9,80.13,17.74,7.468,80.623
2012-06-24,Matale,25.8,23.38,30.3,6.5,82.01,18.16,7.468,80.623
2012-06-25,Matale,25.54,22.98,30.02,5.86,82.52,18.87,7.468,80.623
2012-06-26,Matale,25.57,22.62,30.03,2.74,80.95,21.58,7.468,80.623
2012-06-27,Matale,25.35,22.99,28.61,1.16,82.58,17.26,7.468,80.623
2012-06-28,Matale,24.96,22.92,27.8,3.35,84.12,16.9,7.468,80.623
2012-06-29,Matale,25.33,22.21,29.8,1.47,81.52,20.75,7.468,80.623
2012-06-30,Matale,25.06,23.41,27.74,0.49,83.52,21.9,7.468,80.623
2012-07-01,Matale,25.29,23.02,29.08,5.66,80.12,13.45,7.468,80.623
2012-07-02,Matale,25.12,22.95,28.9,9.25,82.54,13.89,7.468,80.623
2012-07-03,Matale,25.42,23.11,29.91,1.8,80.38,16.42,7.468,80.623
2012-07-04,Matale,25.98,23.3,30.26,0.18,80.02,20.94,7.468,80.623
2012-07-05,Matale,26.32,23.21,31.34,0.08,78.18,21.27,7.468,80.623
2012-07-06,Matale,26.14,23.25,30.94,0.23,75.78,20.71,7.468,80.623
2012-07-07,Matale,26.03,23.74,29.88,0.94,81.11,19.09,7.468,80.623
2012-07-08,Matale,26.05,23.71,29.96,2.81,80.75,18.71,7.468,80.623
2012-07-09,Matale,25.01,22.78,28.56,13.2,84.61,13.23,7.468,80.623
2012-07-10,Matale,25.16,22.68,28.9,4.73,81.23,18.31,7.468,80.623
2012-07-11,Matale,26.14,23.16,31.51,0.52,76.0,22.75,7.468,80.623
2012-07-12,Matale,26.91,23.01,32.85,0.34,73.92,22.74,7.468,80.623
2012-07-13,Matale,26.15,23.67,30.24,3.93,81.51,21.71,7.468,80.623
2012-07-14,Matale,25.33,23.38,28.54,7.95,87.13,18.2,7.468,80.623
2012-07-15,Matale,25.37,23.3,28.55,5.5,87.42,16.08,7.468,80.623
2012-07-16,Matale,25.99,22.83,30.53,1.05,82.06,16.54,7.468,80.623
2012-07-17,Matale,25.57,22.74,29.78,0.09,81.46,17.81,7.468,80.623
2012-07-18,Matale,25.7,22.84,29.66,0.18,82.11,19.2,7.468,80.623
2012-07-19,Matale,26.05,23.27,30.8,0.01,79.98,20.56,7.468,80.623
2012-07-20,Matale,26.25,22.96,31.46,0.0,77.38,19.89,7.468,80.623
2012-07-21,Matale,26.54,23.42,31.53,0.01,76.87,19.14,7.468,80.623
2012-07-22,Matale,26.18,23.56,30.84,1.03,80.33,19.34,7.468,80.623
2012-07-23,Matale,25.94,23.19,30.27,4.1,80.85,16.4,7.468,80.623
2012-07-24,Matale,25.81,23.75,29.17,0.37,82.86,16.51,7.468,80.623
2012-07-25,Matale,25.6,23.72,29.07,0.48,85.1,17.26,7.468,80.623
2012-07-26,Matale,25.67,23.67,29.22,0.07,82.44,19.56,7.468,80.623
2012-07-27,Matale,25.39,23.12,29.19,0.0,81.14,21.78,7.468,80.623
2012-07-28,Matale,25.98,22.87,31.1,0.0,77.7,22.9,7.468,80.623
2012-07-29,Matale,26.21,23.0,31.69,0.0,77.36,21.4,7.468,80.623
2012-07-30,Matale,25.92,22.98,30.74,0.0,79.4,23.17,7.468,80.623
2012-07-31,Matale,26.18,23.21,31.68,0.01,78.27,24.24,7.468,80.623
2012-08-01,Matale,26.36,22.81,32.23,0.01,76.92,22.15,7.468,80.623
2012-08-02,Matale,25.8,22.62,30.92,0.0,77.31,20.87,7.468,80.623
2012-08-03,Matale,26.28,22.73,31.63,0.0,75.31,16.89,7.468,80.623
2012-08-04,Matale,25.82,23.65,29.72,0.24,79.01,18.38,7.468,80.623
2012-08-05,Matale,26.02,23.31,30.87,0.5,79.28,18.71,7.468,80.623
2012-08-06,Matale,26.04,22.97,30.88,0.37,78.61,19.28,7.468,80.623
2012-08-07,Matale,26.49,22.51,32.6,1.45,75.59,21.43,7.468,80.623
2012-08-08,Matale,26.66,22.86,33.19,0.86,74.78,22.44,7.468,80.623
2012-08-09,Matale,26.58,23.39,32.14,0.99,75.26,20.67,7.468,80.623
2012-08-10,Matale,26.09,23.44,30.64,1.72,78.4,17.59,7.468,80.623
2012-08-11,Matale,25.53,23.08,29.92,1.67,80.41,18.37,7.468,80.623
2012-08-12,Matale,25.7,22.57,30.33,2.51,78.08,19.82,7.468,80.623
2012-08-13,Matale,26.15,22.78,31.54,2.25,78.52,21.37,7.468,80.623
2012-08-14,Matale,25.93,22.92,30.86,0.87,78.95,20.83,7.468,80.623
2012-08-15,Matale,26.19,22.81,31.87,6.29,78.28,19.71,7.468,80.623
2012-08-16,Matale,25.52,23.26,29.37,8.2,82.33,18.1,7.468,80.623
2012-08-17,Matale,24.68,23.36,27.62,4.11,86.39,17.43,7.468,80.623
2012-08-18,Matale,25.44,22.82,30.11,1.01,77.14,19.6,7.468,80.623
2012-08-19,Matale,25.7,22.14,31.86,0.19,73.52,20.59,7.468,80.623
2012-08-20,Matale,26.19,22.69,31.71,0.3,75.59,22.76,7.468,80.623
2012-08-21,Matale,25.74,22.69,30.39,1.38,78.2,20.47,7.468,80.623
2012-08-22,Matale,26.06,22.35,32.27,0.75,74.95,21.96,7.468,80.623
2012-08-23,Matale,26.56,21.77,33.55,2.01,71.5,21.35,7.468,80.623
2012-08-24,Matale,25.57,22.1,30.96,3.91,77.38,17.63,7.468,80.623
2012-08-25,Matale,26.02,22.55,31.41,2.78,76.83,18.08,7.468,80.623
2012-08-26,Matale,25.45,23.05,29.14,1.86,79.7,18.71,7.468,80.623
2012-08-27,Matale,25.28,23.72,27.92,2.2,83.25,18.63,7.468,80.623
2012-08-28,Matale,25.36,23.18,28.57,0.55,80.92,18.55,7.468,80.623
2012-08-29,Matale,25.76,23.42,29.82,5.98,81.38,14.08,7.468,80.623
2012-08-30,Matale,25.04,23.15,28.2,3.74,83.13,14.54,7.468,80.623
2012-08-31,Matale,24.93,22.4,28.92,2.77,79.48,18.06,7.468,80.623
2012-09-01,Matale,25.67,22.47,30.91,4.66,78.27,18.13,7.468,80.623
2012-09-02,Matale,25.48,22.57,29.52,4.04,80.87,20.39,7.468,80.623
2012-09-03,Matale,25.48,23.55,28.91,3.37,83.36,17.16,7.468,80.623
2012-09-04,Matale,25.06,22.99,28.74,1.7,77.56,13.33,7.468,80.623
2012-09-05,Matale,26.57,21.86,33.11,0.06,71.15,22.49,7.468,80.623
2012-09-06,Matale,26.42,22.82,32.0,2.63,79.04,20.42,7.468,80.623
2012-09-07,Matale,25.0,22.57,28.17,7.01,84.0,18.38,7.468,80.623
2012-09-08,Matale,25.32,22.57,29.85,3.03,73.78,16.78,7.468,80.623
2012-09-09,Matale,25.27,22.55,30.01,0.89,79.93,20.34,7.468,80.623
2012-09-10,Matale,25.31,23.31,28.45,0.56,80.78,18.4,7.468,80.623
2012-09-11,Matale,25.69,22.67,30.67,0.16,76.04,20.07,7.468,80.623
2012-09-12,Matale,26.08,22.84,30.99,0.02,78.08,20.33,7.468,80.623
2012-09-13,Matale,26.29,22.89,31.87,0.2,78.8,21.56,7.468,80.623
2012-09-14,Matale,26.18,23.58,30.65,0.5,79.13,22.3,7.468,80.623
2012-09-15,Matale,26.04,23.29,30.66,2.25,78.41,19.28,7.468,80.623
2012-09-16,Matale,25.88,23.56,29.96,1.34,79.8,16.24,7.468,80.623
2012-09-17,Matale,26.04,23.66,30.31,1.03,81.52,20.42,7.468,80.623
2012-09-18,Matale,25.72,23.05,29.74,0.83,79.76,18.95,7.468,80.623
2012-09-19,Matale,26.13,22.24,31.55,0.99,76.32,22.24,7.468,80.623
2012-09-20,Matale,26.25,22.78,32.17,4.9,77.39,17.56,7.468,80.623
2012-09-21,Matale,26.58,21.76,33.61,3.09,73.67,21.7,7.468,80.623
2012-09-22,Matale,26.13,22.54,31.38,10.84,80.49,19.03,7.468,80.623
2012-09-23,Matale,24.95,22.83,29.09,5.05,81.99,20.96,7.468,80.623
2012-09-24,Matale,25.62,22.8,30.76,3.31,80.28,19.22,7.468,80.623
2012-09-25,Matale,25.6,22.77,30.38,3.55,79.81,23.51,7.468,80.623
2012-09-26,Matale,25.86,22.69,31.45,1.04,77.86,22.57,7.468,80.623
2012-09-27,Matale,25.74,22.94,31.04,2.81,79.18,18.42,7.468,80.623
2012-09-28,Matale,24.88,22.55,28.47,5.86,84.09,21.29,7.468,80.623
2012-09-29,Matale,26.27,22.78,32.01,0.68,78.27,21.16,7.468,80.623
2012-09-30,Matale,26.23,22.65,31.65,0.08,78.14,23.09,7.468,80.623
2012-10-01,Matale,25.82,22.84,30.5,0.25,79.91,22.29,7.468,80.623
2012-10-02,Matale,25.61,21.76,31.19,0.06,77.33,23.97,7.468,80.623
2012-10-03,Matale,26.54,21.53,33.46,0.04,74.73,23.8,7.468,80.623
2012-10-04,Matale,27.03,21.95,34.34,0.02,72.4,24.54,7.468,80.623
2012-10-05,Matale,27.2,20.76,35.1,0.0,69.97,25.76,7.468,80.623
2012-10-06,Matale,27.41,21.39,35.13,1.61,71.63,24.15,7.468,80.623
2012-10-07,Matale,27.14,22.5,33.89,3.62,74.69,21.47,7.468,80.623
2012-10-08,Matale,26.81,22.1,34.26,4.9,75.39,19.75,7.468,80.623
2012-10-09,Matale,26.32,22.31,32.57,15.53,78.71,18.88,7.468,80.623
2012-10-10,Matale,24.92,22.27,29.5,17.93,81.16,20.1,7.468,80.623
2012-10-11,Matale,25.93,21.39,31.81,3.27,76.69,21.84,7.468,80.623
2012-10-12,Matale,26.28,22.64,31.9,18.97,79.31,18.7,7.468,80.623
2012-10-13,Matale,26.19,22.95,31.29,18.1,81.26,18.87,7.468,80.623
2012-10-14,Matale,25.37,22.44,29.49,16.97,85.51,18.77,7.468,80.623
2012-10-15,Matale,24.36,22.17,27.6,14.43,88.95,18.5,7.468,80.623
2012-10-16,Matale,23.55,21.68,25.92,15.9,89.48,15.51,7.468,80.623
2012-10-17,Matale,23.9,21.32,27.73,5.75,88.52,13.06,7.468,80.623
2012-10-18,Matale,24.63,21.13,29.39,10.79,86.41,17.75,7.468,80.623
2012-10-19,Matale,24.78,21.96,29.19,26.8,87.71,15.11,7.468,80.623
2012-10-20,Matale,24.85,21.98,28.64,25.34,87.83,17.34,7.468,80.623
2012-10-21,Matale,24.97,22.27,29.03,14.83,86.6,21.7,7.468,80.623
2012-10-22,Matale,24.55,21.25,28.79,10.56,87.28,15.12,7.468,80.623
2012-10-23,Matale,24.04,21.26,27.39,18.25,90.7,14.01,7.468,80.623
2012-10-24,Matale,24.13,21.42,27.51,6.79,91.68,17.33,7.468,80.623
2012-10-25,Matale,25.0,21.72,29.55,6.71,87.07,21.31,7.468,80.623
2012-10-26,Matale,25.12,20.7,30.1,5.18,83.69,22.19,7.468,80.623
2012-10-27,Matale,25.17,21.35,29.32,17.18,87.31,19.63,7.468,80.623
2012-10-28,Matale,24.85,23.35,27.52,24.28,92.01,14.48,7.468,80.623
2012-10-29,Matale,24.34,23.05,26.33,55.73,93.88,4.37,7.468,80.623
2012-10-30,Matale,23.4,22.53,24.92,19.88,94.09,7.59,7.468,80.623
2012-10-31,Matale,24.48,22.58,28.11,28.17,90.63,12.85,7.468,80.623
2012-11-01,Matale,24.05,22.17,26.42,27.08,90.2,4.49,7.468,80.623
2012-11-02,Matale,24.03,21.84,27.36,2.95,89.33,19.7,7.468,80.623
2012-11-03,Matale,24.52,21.78,28.48,0.0,88.72,18.67,7.468,80.623
2012-11-04,Matale,24.75,20.95,28.84,2.78,86.43,22.17,7.468,80.623
2012-11-05,Matale,24.99,22.13,28.94,5.04,88.0,19.69,7.468,80.623
2012-11-06,Matale,24.59,22.27,28.61,9.5,88.6,18.27,7.468,80.623
2012-11-07,Matale,24.42,21.11,28.38,7.75,88.55,18.01,7.468,80.623
2012-11-08,Matale,24.93,21.78,28.98,10.22,88.28,17.79,7.468,80.623
2012-11-09,Matale,24.76,22.06,28.37,11.69,89.36,18.33,7.468,80.623
2012-11-10,Matale,24.19,21.82,27.71,5.83,91.2,18.16,7.468,80.623
2012-11-11,Matale,24.02,21.74,27.37,9.16,88.98,10.99,7.468,80.623
2012-11-12,Matale,23.77,21.15,27.08,4.53,90.41,16.34,7.468,80.623
2012-11-13,Matale,23.75,20.88,27.91,4.31,88.78,16.18,7.468,80.623
2012-11-14,Matale,24.35,21.15,28.03,4.68,90.34,15.16,7.468,80.623
2012-11-15,Matale,23.94,21.69,26.96,15.36,91.84,7.24,7.468,80.623
2012-11-16,Matale,23.61,21.71,25.84,11.92,93.04,12.22,7.468,80.623
2012-11-17,Matale,24.05,21.31,27.93,0.83,89.18,18.11,7.468,80.623
2012-11-18,Matale,24.56,21.08,29.08,0.42,82.79,20.76,7.468,80.623
2012-11-19,Matale,24.59,20.35,29.18,1.1,79.49,19.99,7.468,80.623
2012-11-20,Matale,25.07,20.29,29.74,0.46,78.88,21.26,7.468,80.623
2012-11-21,Matale,25.32,20.49,30.12,0.1,78.86,21.57,7.468,80.623
2012-11-22,Matale,25.63,21.31,30.04,3.14,82.87,20.89,7.468,80.623
2012-11-23,Matale,25.27,22.62,29.3,7.92,87.56,18.39,7.468,80.623
2012-11-24,Matale,24.58,21.07,28.93,16.24,84.35,18.23,7.468,80.623
2012-11-25,Matale,24.29,20.52,28.4,9.73,86.69,12.1,7.468,80.623
2012-11-26,Matale,24.12,22.47,26.7,53.58,93.1,11.65,7.468,80.623
2012-11-27,Matale,23.94,22.05,26.98,42.61,92.5,14.27,7.468,80.623
2012-11-28,Matale,23.21,21.75,25.86,9.5,93.41,16.95,7.468,80.623
2012-11-29,Matale,23.4,20.86,27.49,0.37,89.86,17.38,7.468,80.623
2012-11-30,Matale,22.65,19.52,26.87,0.02,88.09,19.22,7.468,80.623
2012-12-01,Matale,21.36,17.71,25.77,0.0,87.54,20.25,7.468,80.623
2012-12-02,Matale,22.13,18.18,26.8,0.04,85.53,21.01,7.468,80.623
2012-12-03,Matale,23.69,19.16,28.63,2.94,91.83,14.51,7.468,80.623
2012-12-04,Matale,24.62,22.3,28.74,10.56,90.67,13.77,7.468,80.623
2012-12-05,Matale,24.09,21.29,28.53,3.99,90.19,15.91,7.468,80.623
2012-12-06,Matale,23.96,21.51,27.58,10.84,92.41,9.03,7.468,80.623
2012-12-07,Matale,23.91,22.0,26.97,6.1,92.31,12.38,7.468,80.623
2012-12-08,Matale,23.68,21.04,27.22,1.21,90.65,14.94,7.468,80.623
2012-12-09,Matale,23.7,20.71,28.01,1.22,89.83,12.74,7.468,80.623
2012-12-10,Matale,23.08,19.09,28.23,0.12,87.33,22.42,7.468,80.623
2012-12-11,Matale,22.73,18.99,27.95,0.0,88.04,21.65,7.468,80.623
2012-12-12,Matale,22.63,18.22,28.13,0.0,87.95,20.69,7.468,80.623
2012-12-13,Matale,21.91,17.85,27.18,0.0,87.54,20.33,7.468,80.623
2012-12-14,Matale,22.02,17.67,26.48,0.42,88.41,21.05,7.468,80.623
2012-12-15,Matale,22.91,20.37,25.89,12.24,94.25,8.53,7.468,80.623
2012-12-16,Matale,23.14,21.31,26.45,60.8,91.75,8.79,7.468,80.623
2012-12-17,Matale,22.65,20.98,24.31,135.41,95.67,3.07,7.468,80.623
2012-12-18,Matale,23.36,22.16,25.71,60.19,94.94,5.44,7.468,80.623
2012-12-19,Matale,23.43,21.88,26.05,11.95,93.51,9.22,7.468,80.623
2012-12-20,Matale,23.4,21.9,25.59,8.02,94.76,15.85,7.468,80.623
2012-12-21,Matale,23.53,22.09,25.6,13.96,94.22,14.26,7.468,80.623
2012-12-22,Matale,23.33,22.31,24.49,48.85,97.01,4.81,7.468,80.623
2012-12-23,Matale,23.24,22.04,24.86,10.9,95.26,10.56,7.468,80.623
2012-12-24,Matale,23.75,21.88,26.82,7.83,93.3,13.78,7.468,80.623
2012-12-25,Matale,24.15,21.66,27.85,7.76,93.32,13.95,7.468,80.623
2012-12-26,Matale,24.41,22.38,27.49,10.02,94.22,12.01,7.468,80.623
2012-12-27,Matale,24.44,22.47,26.89,29.67,94.43,9.6,7.468,80.623
2012-12-28,Matale,24.11,22.34,26.74,11.45,94.02,14.47,7.468,80.623
2012-12-29,Matale,24.46,22.23,27.44,2.23,93.44,15.0,7.468,80.623
2012-12-30,Matale,24.69,21.77,28.15,5.56,92.72,17.51,7.468,80.623
2012-12-31,Matale,24.06,22.23,26.71,1.77,92.97,16.43,7.468,80.623
2013-01-01,Matale,23.51,21.52,26.59,0.15,92.94,16.31,7.468,80.623
2013-01-02,Matale,23.4,20.85,26.5,7.78,92.43,16.31,7.468,80.623
2013-01-03,Matale,23.65,21.28,27.37,28.93,92.44,7.45,7.468,80.623
2013-01-04,Matale,22.83,20.67,25.81,15.85,92.7,6.77,7.468,80.623
2013-01-05,Matale,22.19,19.52,24.94,6.35,94.49,10.56,7.468,80.623
2013-01-06,Matale,23.41,21.42,26.21,5.19,94.29,14.13,7.468,80.623
2013-01-07,Matale,23.57,21.87,25.18,50.84,96.93,5.01,7.468,80.623
2013-01-08,Matale,23.93,21.16,26.99,21.11,93.35,15.85,7.468,80.623
2013-01-09,Matale,24.55,22.13,27.18,26.87,94.48,14.95,7.468,80.623
2013-01-10,Matale,23.81,22.64,25.23,49.79,96.18,2.46,7.468,80.623
2013-01-11,Matale,23.46,20.66,26.73,15.63,92.9,15.02,7.468,80.623
2013-01-12,Matale,22.38,19.07,26.46,0.36,92.34,13.63,7.468,80.623
2013-01-13,Matale,20.87,17.69,25.11,0.0,91.01,14.77,7.468,80.623
2013-01-14,Matale,20.72,16.29,25.76,0.0,89.91,21.66,7.468,80.623
2013-01-15,Matale,21.29,17.59,25.85,0.0,89.31,21.47,7.468,80.623
2013-01-16,Matale,21.11,17.46,25.63,0.0,88.15,22.09,7.468,80.623
2013-01-17,Matale,20.99,16.76,26.38,0.0,87.45,21.83,7.468,80.623
2013-01-18,Matale,20.9,15.98,26.48,0.0,87.57,21.08,7.468,80.623
2013-01-19,Matale,21.76,17.18,27.12,0.08,87.85,23.32,7.468,80.623
2013-01-20,Matale,23.34,19.58,28.26,6.47,91.01,19.3,7.468,80.623
2013-01-21,Matale,23.31,20.9,27.48,0.36,90.74,18.75,7.468,80.623
2013-01-22,Matale,23.37,20.25,27.57,4.47,90.82,21.8,7.468,80.623
2013-01-23,Matale,23.82,21.73,27.3,22.7,93.02,9.81,7.468,80.623
2013-01-24,Matale,23.15,21.6,25.37,23.8,94.06,7.64,7.468,80.623
2013-01-25,Matale,22.83,20.96,25.85,11.83,92.36,9.66,7.468,80.623
2013-01-26,Matale,22.83,20.03,27.05,0.66,89.79,19.46,7.468,80.623
2013-01-27,Matale,22.31,19.35,26.37,0.08,88.25,22.44,7.468,80.623
2013-01-28,Matale,21.92,19.16,25.83,0.0,88.95,22.18,7.468,80.623
2013-01-29,Matale,21.68,18.08,26.84,0.0,88.19,22.99,7.468,80.623
2013-01-30,Matale,21.49,17.14,26.93,0.0,89.16,23.4,7.468,80.623
2013-01-31,Matale,21.64,18.1,26.69,0.0,88.69,24.05,7.468,80.623
2013-02-01,Matale,22.73,18.91,27.7,0.01,90.46,20.82,7.468,80.623
2013-02-02,Matale,23.07,20.05,27.47,0.07,90.4,19.33,7.468,80.623
2013-02-03,Matale,23.03,19.51,27.65,0.59,89.69,19.15,7.468,80.623
2013-02-04,Matale,24.08,20.01,28.87,20.16,90.53,14.98,7.468,80.623
2013-02-05,Matale,24.23,21.84,28.15,5.37,90.62,16.56,7.468,80.623
2013-02-06,Matale,23.65,21.17,26.89,7.5,92.01,12.94,7.468,80.623
2013-02-07,Matale,23.65,20.06,27.92,7.36,90.23,19.88,7.468,80.623
2013-02-08,Matale,23.68,20.44,27.76,0.84,88.5,17.08,7.468,80.623
2013-02-09,Matale,23.65,19.4,28.63,3.03,89.52,18.95,7.468,80.623
2013-02-10,Matale,23.49,20.52,27.78,2.95,89.36,18.04,7.468,80.623
2013-02-11,Matale,22.93,21.11,26.01,17.9,93.05,8.54,7.468,80.623
2013-02-12,Matale,22.75,20.97,24.83,29.67,94.67,8.7,7.468,80.623
2013-02-13,Matale,23.6,21.71,26.17,39.19,93.69,10.09,7.468,80.623
2013-02-14,Matale,23.4,20.61,26.88,16.41,89.97,12.58,7.468,80.623
2013-02-15,Matale,23.64,20.23,27.76,0.41,88.33,16.82,7.468,80.623
2013-02-16,Matale,24.65,19.46,29.6,3.7,84.47,20.87,7.468,80.623
2013-02-17,Matale,25.3,21.29,29.59,6.4,84.72,21.48,7.468,80.623
2013-02-18,Matale,24.81,21.14,28.85,8.01,87.53,18.72,7.468,80.623
2013-02-19,Matale,24.39,20.9,28.64,8.66,88.51,21.27,7.468,80.623
2013-02-20,Matale,23.53,19.85,28.06,0.8,89.65,23.09,7.468,80.623
2013-02-21,Matale,22.93,19.21,28.02,0.0,88.91,23.47,7.468,80.623
2013-02-22,Matale,22.27,18.51,27.15,0.0,89.2,22.8,7.468,80.623
2013-02-23,Matale,22.01,17.28,27.57,0.0,86.08,23.68,7.468,80.623
2013-02-24,Matale,22.45,17.44,28.02,0.0,87.57,23.26,7.468,80.623
2013-02-25,Matale,22.9,18.13,28.66,0.0,86.63,23.15,7.468,80.623
2013-02-26,Matale,22.32,17.45,28.1,0.0,86.62,25.17,7.468,80.623
2013-02-27,Matale,22.7,18.29,28.15,0.0,86.63,24.07,7.468,80.623
2013-02-28,Matale,23.18,19.42,28.33,0.0,87.9,23.04,7.468,80.623
2013-03-01,Matale,23.31,19.04,28.66,0.01,87.08,23.24,7.468,80.623
2013-03-02,Matale,23.69,19.52,28.86,1.36,88.1,21.95,7.468,80.623
2013-03-03,Matale,23.45,19.58,28.14,3.53,87.12,20.42,7.468,80.623
2013-03-04,Matale,23.24,21.48,25.52,22.84,93.48,7.78,7.468,80.623
2013-03-05,Matale,24.52,21.26,28.66,8.59,89.71,21.67,7.468,80.623
2013-03-06,Matale,25.1,21.67,29.18,4.03,89.87,17.92,7.468,80.623
2013-03-07,Matale,24.77,23.26,27.32,2.89,91.91,18.93,7.468,80.623
2013-03-08,Matale,25.13,22.79,28.83,5.97,90.21,14.51,7.468,80.623
2013-03-09,Matale,24.73,22.05,28.59,5.98,89.8,17.62,7.468,80.623
2013-03-10,Matale,25.12,21.42,29.94,0.71,87.42,22.83,7.468,80.623
2013-03-11,Matale,25.09,20.76,30.11,1.93,86.28,23.01,7.468,80.623
2013-03-12,Matale,25.16,21.16,30.34,2.35,84.4,22.43,7.468,80.623
2013-03-13,Matale,25.22,20.42,30.73,1.35,82.52,21.41,7.468,80.623
2013-03-14,Matale,24.95,21.99,29.78,7.41,89.73,18.51,7.468,80.623
2013-03-15,Matale,25.39,22.0,29.71,8.44,88.26,16.49,7.468,80.623
2013-03-16,Matale,24.33,21.89,27.5,7.26,90.51,23.04,7.468,80.623
2013-03-17,Matale,24.66,21.0,29.32,0.42,87.32,24.55,7.468,80.623
2013-03-18,Matale,24.58,20.0,30.22,1.22,85.01,23.44,7.468,80.623
2013-03-19,Matale,24.75,19.6,30.48,0.27,84.81,23.57,7.468,80.623
2013-03-20,Matale,25.06,21.47,29.72,0.05,88.49,25.12,7.468,80.623
2013-03-21,Matale,24.91,20.94,30.18,0.01,84.69,25.19,7.468,80.623
2013-03-22,Matale,24.19,19.81,29.8,0.0,79.85,20.19,7.468,80.623
2013-03-23,Matale,24.94,18.97,30.39,7.41,79.86,21.73,7.468,80.623
2013-03-24,Matale,25.28,21.95,29.38,18.56,87.45,15.29,7.468,80.623
2013-03-25,Matale,24.6,21.94,28.37,7.08,87.82,16.33,7.468,80.623
2013-03-26,Matale,25.69,21.44,30.52,5.01,81.96,20.54,7.468,80.623
2013-03-27,Matale,26.53,22.88,31.2,1.88,81.03,23.63,7.468,80.623
2013-03-28,Matale,26.25,22.57,30.28,9.99,85.75,23.2,7.468,80.623
2013-03-29,Matale,26.1,23.27,29.82,9.23,87.28,20.66,7.468,80.623
2013-03-30,Matale,26.82,23.28,31.57,0.63,82.39,23.94,7.468,80.623
2013-03-31,Matale,26.61,23.13,30.93,0.63,83.59,22.6,7.468,80.623
2013-04-01,Matale,26.58,23.41,30.94,0.35,84.69,22.7,7.468,80.623
2013-04-02,Matale,26.45,22.97,31.19,0.13,80.72,21.5,7.468,80.623
2013-04-03,Matale,25.68,21.27,30.6,0.27,78.04,23.25,7.468,80.623
2013-04-04,Matale,25.19,22.14,29.39,1.75,86.3,18.65,7.468,80.623
